State,Bus_name,Bus_type,Departure,Arrival,Duration,Price,Ratings,Seats_Available,Route_link,Route_name
Kerala,MMK Travels,A/C Seater / Sleeper (2+1),22:30,07:30,09:00:00,1299,4.3,15,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,09:00,10:00:00,1699,4.3,20,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,SAAM BUS,VE A/C Sleeper (2+1),21:45,06:45,09:00:00,1800,4.4,11,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,AdSAAM BUS,VE A/C Sleeper (2+1),20:10,06:45,10:35:00,1800,4.3,9,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,NS Transports,Non A/C Seater / Sleeper (2+1),21:45,06:10,08:25:00,1825,4.1,2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,NS Transports,VE A/C Sleeper (2+1),22:45,07:30,08:45:00,2299,4.1,8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Silver Line Travels,NON A/C Semi Sleeper (2+2),22:00,06:10,08:10:00,1499,4.4,1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Suraj Holidays,VE A/C Sleeper (2+1),22:30,07:30,09:00:00,1750,4.0,17,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,05:30,08:30:00,1999,3.8,2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,DLT BUS,A/C Sleeper (2+1),22:30,07:30,09:00:00,1399,3.8,13,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,DA Transports,A/C Sleeper (2+1),21:45,07:00,09:15:00,1899,3.8,12,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,SKS Tours & Travels,A/C Sleeper (2+1),21:15,05:45,08:30:00,2399,4.1,8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Sam Tourist,NON AC Seater / Sleeper 2+1,22:05,07:05,09:00:00,1499,3.7,8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,P K Travels,Non A/C Seater / Sleeper (2+1),18:45,05:15,10:30:00,1400,3.6,4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,National travels and logistics,NON A/C Sleeper (2+1),22:45,06:30,07:45:00,1450,3.7,18,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,06:45,09:45:00,1100,2.7,4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,A1 Travels,A/C Seater / Sleeper (2+1),21:45,07:00,09:15:00,1300,3.2,5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,FAST LINE BUS,A/C Sleeper (2+1),21:15,06:15,09:00:00,2069,4.5,2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,MMK Travels,A/C Sleeper (2+1),22:10,06:40,08:30:00,1499,4.0,12,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,National travels and logistics,A/C Sleeper (2+1),22:45,07:00,08:15:00,1590,3.5,18,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Kalpaka Travels,NON A/C Semi Sleeper (2+2),22:00,06:30,08:30:00,1300,2.9,2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:30,06:00,09:30:00,1900,3.4,4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Usha Transport,NON A/C Sleeper (1+2),22:30,07:28,08:58:00,1499,3.3,10,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,A1 Travels,A/C Seater / Sleeper (2+1),22:30,06:30,08:00:00,1200,2.2,13,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Kerala lines,Volvo Multi-Axle A/C Sleeper (2+1),23:00,08:30,09:30:00,1999,3.8,25,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,DA Transports,A/C Seater Push Back (2+2),21:45,07:00,09:15:00,1299,3.8,22,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,SAI TOURS AND TRAVELS,A/C Semi Sleeper (2+2),19:50,07:30,11:40:00,1499,5.0,25,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Sam Tourist,Volvo A/C Seater (2+2),22:30,07:30,09:00:00,1699,3.1,31,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Kyros Connect,A/C Semi Sleeper (2+2),23:15,09:15,10:00:00,1299,4.2,26,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Suraj Holidays,NON AC Seater / Sleeper 2+1,21:15,06:45,09:30:00,1750,3.9,14,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,A1 Travels,A/C Semi Sleeper (2+2),22:30,08:15,09:45:00,1200,3.2,34,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,J J YATRA,A/C Sleeper (2+1),21:30,06:45,09:15:00,1392,2.8,17,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Bharathi Travels,A/C Sleeper (2+1),23:45,08:00,08:15:00,1690,2.2,23,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),15:00,23:59,08:59:00,1424,3.3,27,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,LEGEND HOLIDAYS,Bharat Benz A/C Semi Sleeper (2+2),23:40,08:20,08:40:00,1699,5.0,19,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Hamsa Tours and Travels,NON A/C Sleeper (2+1),21:00,07:15,10:15:00,1899,4.1,4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,NS Transports,Non A/C Seater / Sleeper (2+1),22:15,06:30,08:15:00,1699,4.1,5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,DA Transports,A/C Sleeper (2+1),19:45,07:20,11:35:00,1799,3.8,17,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,DA Transports,NON A/C Sleeper (2+1),22:00,07:15,09:15:00,1700,3.8,11,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,National travels and logistics,NON A/C Sleeper (2+1),22:00,06:00,08:00:00,1450,3.6,16,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Sam Tours and Travels,A/C Classy Seater (2+2),20:00,08:15,12:15:00,1399,3.5,15,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Sam Tourist,NON AC Seater / Sleeper 2+1,22:45,07:45,09:00:00,1499,3.0,20,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Sri Tourist,A/C Sleeper (2+1),21:00,06:00,09:00:00,1999,2.5,31,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Bharathi Travels,A/C Sleeper (2+1),23:45,08:00,08:15:00,2490,2.2,30,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),22:00,06:30,08:30:00,1199,1.9,7,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),23:00,07:30,08:30:00,1299,1.9,24,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),21:15,07:45,10:30:00,1399,3.5,32,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kerala,KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),13:32,22:32,09:00:00,432,4.4,4,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00,06:00,09:00:00,620,3.8,1,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,KSRTC (Kerala) - 2921,Super Fast Non AC Seater (2+3),21:51,06:56,09:05:00,466,3.4,25,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,KSRTC (Kerala) - 2910,Super Fast Non AC Seater (2+3),22:31,07:36,09:05:00,688,3.4,52,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,MMK Travels,A/C Seater / Sleeper (2+1),21:30,06:00,08:30:00,999,4.4,2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,20:30,08:15:00,549,4.3,23,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,P K Travels,A/C Sleeper (2+1),20:00,06:00,10:00:00,990,4.2,1,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,NS Transports,VE A/C Sleeper (2+1),21:16,06:30,09:14:00,999,4.1,1,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,Suraj Holidays,VE A/C Sleeper (2+1),22:00,07:15,09:15:00,1150,3.9,4,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,NS Transports,Non A/C Seater / Sleeper (2+1),19:30,04:30,09:00:00,900,3.8,1,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,SKS Tours & Travels,A/C Sleeper (2+1),21:00,06:00,09:00:00,999,4.3,2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,P K Travels,A/C Seater / Sleeper (2+1),21:45,06:45,09:00:00,810,4.6,3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),21:10,07:15,10:05:00,999,3.5,1,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,06:30,09:00:00,999,3.7,1,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,A1 Travels,A/C Seater / Sleeper (2+1),22:00,06:00,08:00:00,800,3.2,17,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,Bharathi Travels,A/C Sleeper (2+1),15:00,23:48,08:48:00,1890,3.3,17,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,MMK Travels,A/C Sleeper (2+1),20:30,05:30,09:00:00,1100,4.5,3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45,23:10,09:25:00,899,4.2,19,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,National travels and logistics,A/C Sleeper (2+1),21:00,06:15,09:15:00,899,2.5,10,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,A1 Travels,A/C Seater / Sleeper (2+1),20:00,05:30,09:30:00,750,1.7,22,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,DA Transports,A/C Sleeper (2+1),22:00,07:45,09:45:00,1099,4.2,2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:15,05:55,09:40:00,850,3.3,10,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,A1 Travels,Non A/C Seater / Sleeper (2+1),21:30,06:30,09:00:00,900,2.7,3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,LEGEND HOLIDAYS,Bharat Benz A/C Semi Sleeper (2+2),12:00,21:00,09:00:00,599,5.0,27,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kerala,KSRTC (Kerala) - 2718,Super Fast Non AC Seater (2+3),13:50,20:00,06:10:00,209,3.0,10,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,KSRTC (Kerala) - 2818,Super Fast Non AC Seater (2+3),15:00,20:30,05:30:00,269,3.0,4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,A1 Travels,A/C Seater / Sleeper (2+1),20:05,23:59,03:54:00,1300,3.4,1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,KP Travels,A/C Semi Sleeper (2+2),22:00,02:45,04:45:00,1299,3.0,14,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,EMERALD TRAVELS,A/C Semi Sleeper (2+2),22:00,01:30,03:30:00,1899,3.1,6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),22:10,02:40,04:30:00,2000,3.8,7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,Madhavi Travels,A/C Sleeper (2+1),22:20,02:35,04:15:00,2299,3.8,1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,A1 Travels,NON A/C Semi Sleeper (2+2),22:30,02:00,03:30:00,1000,3.5,1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,01:29,02:59:00,1700,3.2,1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,KP Travels,A/C Semi Sleeper (2+2),22:55,03:40,04:45:00,1500,3.0,8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,KP Travels,A/C Seater Push Back (2+2),23:00,03:35,04:35:00,1499,3.0,33,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,KP Travels,Volvo AC Seater Pushback 2+2,23:00,03:50,04:50:00,1499,3.0,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,Madhavi Travels,A/C Sleeper (2+1),23:30,05:00,05:30:00,1999,3.8,5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,PSK Travels,A/C Semi Sleeper (2+2),23:30,06:30,07:00:00,1240,3.3,29,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,03:10,03:40:00,2099,3.8,11,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,UFO Bus,A/C Sleeper (2+1),23:55,05:30,05:35:00,1000,3.7,1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,Agney Travels,VE A/C Seater / Sleeper (2+1),23:55,04:35,04:40:00,4949,3.8,5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,Arya Travels,A/C Sleeper (2+1),23:59,05:30,05:31:00,1395,4.0,10,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,Arya Travels,A/C Sleeper (2+1),23:59,05:30,05:31:00,1495,3.0,6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,Galaxy Tours,Bharat Benz A/C Semi Sleeper (2+2),21:45,02:00,04:15:00,1300,2.6,28,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:30,03:50,05:20:00,3400,1.9,9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,Han Lay Travel and Tourism,Bharat Benz A/C Semi Sleeper (2+2),22:30,03:00,04:30:00,1549,2.9,45,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,Galaxy Tours,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),22:30,02:45,04:15:00,1550,2.6,35,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,Galaxy Tours,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:30,02:00,03:30:00,1600,2.6,33,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,SG Travels,Bharat Benz A/C Sleeper (2+1),23:59,05:55,05:56:00,1000,0.0,2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kerala,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:30,02:45,05:15:00,670,4.7,2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:45,02:40,04:55:00,670,3.8,2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Murahara Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),18:45,23:45,05:00:00,2565,4.2,11,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Ubc travels,A/C Semi Sleeper (2+2),20:40,01:00,04:20:00,1000,3.0,1,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Murahara Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),21:25,03:00,05:35:00,2565,4.2,16,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,PSK Travels,Bharat Benz A/C Semi Sleeper (2+2),21:30,02:00,04:30:00,1840,3.3,13,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Madhavi Travels,A/C Sleeper (2+1),21:40,03:00,05:20:00,2499,4.0,1,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Agney Travels,VE A/C Seater / Sleeper (2+1),21:40,02:40,05:00:00,3049,3.8,12,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Kalyani Travels,Bharat Benz A/C Seater (2+2),21:45,03:30,05:45:00,1499,4.2,13,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Arya Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),21:45,03:16,05:31:00,1895,3.2,13,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,PHOENIX TRAVELS,A/C Seater (2+2),22:00,02:00,04:00:00,1200,4.1,2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),22:25,03:35,05:10:00,1999,4.0,12,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Surya Connect,Volvo A/C Seater (2+2),22:30,02:40,04:10:00,1550,4.6,5,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Madhavi Travels,A/C Semi Sleeper (2+2),23:59,04:50,04:51:00,1999,4.0,41,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Aadithya Travels,A/C Seater/Sleeper (2+1),21:00,02:15,05:15:00,2500,2.6,18,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Blue Bird Travels,A/C Seater Push Back (2+2),22:00,02:00,04:00:00,1199,2.2,2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Archana Holidays,AC Seater (2+2),22:00,03:00,05:00:00,1299,1.9,23,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Sona Travels,Bharat Benz A/C Sleeper (2+1),22:15,02:45,04:30:00,1999,2.9,6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,EMERALD TRAVELS,A/C Semi Sleeper (2+2),22:30,04:15,05:45:00,1450,2.8,23,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,EMERALD TRAVELS,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:30,04:15,05:45:00,1500,2.8,16,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,EMERALD TRAVELS,Bharat Benz A/C Seater (2+2),00:20,04:55,04:35:00,1899,2.8,12,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,Galaxy Tours,Bharat Benz A/C Semi Sleeper (2+2),01:15,06:00,04:45:00,1800,1.9,17,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kerala,MMK Travels,VE A/C Seater / Sleeper (2+1),22:15,05:30,07:15:00,1799,4.5,11,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,NS Transports,A/C Sleeper (2+1),22:15,05:35,07:20:00,2500,4.5,1,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,Kalpaka Travels,A/C Sleeper (2+1),22:10,05:00,06:50:00,1800,4.3,2,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),21:45,05:25,07:40:00,2499,4.3,3,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,SAAM BUS,VE A/C Sleeper (2+1),19:45,04:45,09:00:00,1800,4.1,14,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,GOLDEN TRAVEL AGENCIES,NON A/C Sleeper (2+1),22:30,04:45,06:15:00,1499,4.0,1,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,GOLDEN TRAVEL AGENCIES,Non AC Seater (2+2),22:15,05:00,06:45:00,1299,3.7,1,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,Ashoka Travel and Logistics,A/C Sleeper (2+1),21:45,05:30,07:45:00,2000,4.0,1,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,National travels and logistics,Non A/C Seater / Sleeper (2+1),22:40,05:45,07:05:00,1790,3.4,7,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,Rukma Travels,A/C Seater/Sleeper (2+1),19:30,05:00,09:30:00,2099,3.8,17,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,Kalpaka Travels,NON A/C Semi Sleeper (2+2),21:45,05:45,08:00:00,1300,3.0,4,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,Sam Tourist,A/C Sleeper (2+1),22:35,06:05,07:30:00,1999,2.6,17,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),21:45,05:15,07:30:00,2499,4.2,11,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,Yathra Logistics,A/C Sleeper (2+1),22:45,06:25,07:40:00,1999,3.8,13,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:30,04:45,07:15:00,1200,3.6,21,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,Blue Lagoon Holidays,A/C Semi Sleeper (2+2),22:00,05:30,07:30:00,1399,4.5,17,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:30,04:45,07:15:00,1200,3.6,7,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,Sam Tourist,A/C Sleeper (2+1),22:30,06:00,07:30:00,1999,2.8,13,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,Sam Tourist,Volvo A/C Seater (2+2),23:00,06:35,07:35:00,1699,2.8,26,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,Sam Tourist,Volvo A/C Seater (2+2),22:45,06:00,07:15:00,1699,2.8,31,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,J J YATRA,A/C Sleeper (2+1),21:30,04:45,07:15:00,1392,2.8,18,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,Arya Travels,A/C Sleeper (2+1),21:40,05:30,07:50:00,2295,2.1,1,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,SAI TOURS AND TRAVELS,Volvo A/C Semi Sleeper (2+2 ),20:05,06:25,10:20:00,1500,4.3,23,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,NS Transports,NON A/C Sleeper (2+1),22:30,05:35,07:05:00,1800,4.1,3,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kerala,NS Transports,NON A/C Sleeper (2+1),22:45,05:20,06:35:00,1799,4.1,4,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
